dateTime UTC,TDRY,HPRAB,PRSS,RLH,WDD10,WNS10,WDD10Virzieni,tempC,precipMM,pressureMB,humidity,windDirDEG,windSpeedKPH,windSpeedM/S,windDir
28.07.2023 19:00,14.40 °C,0.20 mm,990.20 hPa,95.00 %,146.00°,1.50 m/s,SE,14.60 °C,0.30 mm,992.10 hPa,100.00 %,256.50°,2.73,0.76 m/s,W
28.07.2023 20:00,14.30 °C,2.90 mm,990.50 hPa,89.00 %,229.00°,3.20 m/s,SW,14.50 °C,0.61 mm,992.30 hPa,98.00 %,215.90°,2.64,0.73 m/s,SW
28.07.2023 21:00,13.40 °C,4.10 mm,990.30 hPa,94.00 %,214.00°,3.90 m/s,SW,13.90 °C,2.42 mm,992.20 hPa,100.00 %,265.50°,4.33,1.20 m/s,W
28.07.2023 22:00,13.20 °C,4.20 mm,990.40 hPa,94.00 %,233.00°,3.60 m/s,SW,13.80 °C,3.03 mm,992.20 hPa,100.00 %,202.50°,0.66,0.18 m/s,SW
28.07.2023 23:00,13.30 °C,0.80 mm,990.00 hPa,95.00 %,172.00°,3.60 m/s,S,13.70 °C,3.03 mm,991.90 hPa,100.00 %,198.00°,1.99,0.55 m/s,S
29.07.2023 00:00,13.20 °C,1.30 mm,990.00 hPa,96.00 %,176.00°,3.10 m/s,S,13.80 °C,0.61 mm,991.90 hPa,100.00 %,207.00°,0.47,0.13 m/s,SW
29.07.2023 01:00,13.30 °C,0.20 mm,989.80 hPa,96.00 %,177.00°,2.60 m/s,S,13.70 °C,1.52 mm,991.70 hPa,100.00 %,247.50°,3.46,0.96 m/s,W
29.07.2023 02:00,13.30 °C,0.00 mm,989.70 hPa,96.00 %,202.00°,3.50 m/s,S,13.70 °C,0.30 mm,991.60 hPa,100.00 %,256.50°,4.02,1.12 m/s,W
29.07.2023 03:00,13.00 °C,0.00 mm,990.10 hPa,96.00 %,201.00°,3.20 m/s,S,13.60 °C,0.00 mm,992.00 hPa,100.00 %,247.50°,2.41,0.67 m/s,W
29.07.2023 04:00,13.10 °C,0.00 mm,990.40 hPa,96.00 %,186.00°,3.40 m/s,S,13.90 °C,0.00 mm,992.20 hPa,100.00 %,238.50°,4.33,1.20 m/s,SW
29.07.2023 05:00,14.00 °C,0.00 mm,990.60 hPa,94.00 %,198.00°,3.80 m/s,S,14.60 °C,0.00 mm,992.40 hPa,100.00 %,274.50°,6.77,1.88 m/s,W
29.07.2023 06:00,15.40 °C,0.00 mm,990.70 hPa,88.00 %,207.00°,4.80 m/s,SW,16.20 °C,0.00 mm,992.50 hPa,93.00 %,279.00°,9.78,2.72 m/s,W
29.07.2023 07:00,15.40 °C,0.00 mm,990.90 hPa,87.00 %,235.00°,4.50 m/s,SW,16.70 °C,0.00 mm,992.80 hPa,91.00 %,279.00°,9.13,2.54 m/s,W
29.07.2023 08:00,16.70 °C,0.00 mm,990.90 hPa,81.00 %,225.00°,5.90 m/s,SW,18.80 °C,0.00 mm,992.70 hPa,74.00 %,279.00°,12.99,3.61 m/s,W
29.07.2023 09:00,18.20 °C,0.00 mm,991.00 hPa,71.00 %,241.00°,5.60 m/s,SW,19.00 °C,0.30 mm,992.60 hPa,65.00 %,215.90°,9.46,2.63 m/s,SW
29.07.2023 10:00,18.60 °C,0.00 mm,991.10 hPa,65.00 %,266.00°,5.20 m/s,W,19.50 °C,0.00 mm,992.80 hPa,61.00 %,252.00°,11.92,3.31 m/s,W
29.07.2023 11:00,19.90 °C,0.00 mm,991.10 hPa,56.00 %,238.00°,6.00 m/s,SW,21.20 °C,0.00 mm,992.80 hPa,49.00 %,166.50°,10.26,2.85 m/s,S
29.07.2023 12:00,19.70 °C,0.00 mm,991.50 hPa,61.00 %,274.00°,5.40 m/s,W,20.30 °C,0.00 mm,993.20 hPa,52.00 %,207.00°,10.27,2.85 m/s,SW
29.07.2023 13:00,20.30 °C,0.00 mm,991.80 hPa,50.00 %,264.00°,5.80 m/s,W,21.60 °C,0.00 mm,993.50 hPa,45.00 %,72.00°,8.13,2.26 m/s,E
29.07.2023 14:00,20.90 °C,0.00 mm,991.70 hPa,51.00 %,284.00°,4.50 m/s,W,22.10 °C,0.00 mm,993.30 hPa,40.00 %,157.50°,6.25,1.74 m/s,S
29.07.2023 15:00,21.10 °C,0.00 mm,991.80 hPa,48.00 %,274.00°,4.60 m/s,W,22.00 °C,0.00 mm,993.40 hPa,43.00 %,270.00°,8.34,2.32 m/s,W
29.07.2023 16:00,21.00 °C,0.00 mm,991.90 hPa,48.00 %,252.00°,4.30 m/s,W,21.90 °C,0.00 mm,993.50 hPa,45.00 %,306.00°,4.89,1.36 m/s,NW
29.07.2023 17:00,,,,,,,,,,,,,,,
29.07.2023 18:00,,,,,,,,,,,,,,,
29.07.2023 19:00,,,,,,,,,,,,,,,
29.07.2023 20:00,14.20 °C,0.00 mm,992.30 hPa,81.00 %,139.00°,1.00 m/s,SE,14.40 °C,0.00 mm,994.30 hPa,85.00 %,225.00°,1.00,0.28 m/s,SW
29.07.2023 21:00,13.40 °C,0.00 mm,992.40 hPa,84.00 %,130.00°,2.00 m/s,SE,13.80 °C,0.00 mm,994.40 hPa,89.00 %,225.00°,0.00,0.00 m/s,SW
29.07.2023 22:00,13.30 °C,0.00 mm,992.40 hPa,83.00 %,136.00°,2.40 m/s,SE,13.30 °C,0.00 mm,994.40 hPa,88.00 %,180.00°,0.29,0.08 m/s,S
29.07.2023 23:00,13.10 °C,0.00 mm,992.50 hPa,83.00 %,134.00°,2.40 m/s,SE,12.70 °C,0.00 mm,994.50 hPa,90.00 %,180.00°,0.00,0.00 m/s,S
30.07.2023 00:00,12.90 °C,0.00 mm,992.40 hPa,82.00 %,135.00°,2.60 m/s,SE,12.80 °C,0.00 mm,994.40 hPa,88.00 %,170.90°,1.38,0.38 m/s,S
30.07.2023 01:00,13.30 °C,0.00 mm,992.30 hPa,79.00 %,133.00°,2.60 m/s,SE,13.90 °C,0.00 mm,994.30 hPa,79.00 %,184.50°,1.39,0.39 m/s,S
30.07.2023 02:00,12.80 °C,0.00 mm,992.40 hPa,81.00 %,138.00°,2.20 m/s,SE,13.30 °C,0.00 mm,994.30 hPa,84.00 %,198.00°,0.32,0.09 m/s,S
30.07.2023 03:00,12.60 °C,0.00 mm,992.20 hPa,83.00 %,135.00°,2.60 m/s,SE,13.80 °C,0.00 mm,994.10 hPa,84.00 %,193.50°,0.58,0.16 m/s,S
30.07.2023 04:00,14.10 °C,0.00 mm,992.30 hPa,81.00 %,149.00°,2.40 m/s,SE,15.90 °C,0.00 mm,994.20 hPa,75.00 %,193.50°,0.80,0.22 m/s,S
30.07.2023 05:00,17.40 °C,0.00 mm,992.40 hPa,68.00 %,160.00°,2.20 m/s,S,19.20 °C,0.00 mm,994.10 hPa,64.00 %,238.50°,2.70,0.75 m/s,SW
30.07.2023 06:00,19.30 °C,0.00 mm,992.10 hPa,63.00 %,183.00°,2.40 m/s,S,21.00 °C,0.00 mm,993.80 hPa,55.00 %,166.50°,2.51,0.70 m/s,S
30.07.2023 07:00,20.50 °C,0.00 mm,992.00 hPa,56.00 %,171.00°,2.20 m/s,S,23.20 °C,0.00 mm,993.50 hPa,49.00 %,211.40°,4.06,1.13 m/s,SW
30.07.2023 08:00,21.50 °C,0.00 mm,992.00 hPa,50.00 %,185.00°,2.80 m/s,S,23.10 °C,0.00 mm,993.50 hPa,42.00 %,261.00°,5.36,1.49 m/s,W
30.07.2023 09:00,22.40 °C,0.00 mm,991.80 hPa,51.00 %,178.00°,2.50 m/s,S,23.30 °C,0.00 mm,993.40 hPa,46.00 %,225.00°,3.45,0.96 m/s,SW
30.07.2023 10:00,22.50 °C,0.00 mm,991.90 hPa,54.00 %,173.00°,2.40 m/s,S,23.50 °C,0.00 mm,993.50 hPa,47.00 %,184.50°,2.38,0.66 m/s,S
30.07.2023 11:00,21.60 °C,1.00 mm,992.10 hPa,56.00 %,176.00°,3.10 m/s,S,22.90 °C,0.00 mm,993.60 hPa,51.00 %,171.00°,2.43,0.68 m/s,S
30.07.2023 12:00,18.40 °C,0.00 mm,992.40 hPa,82.00 %,133.00°,1.50 m/s,SE,19.60 °C,0.00 mm,994.20 hPa,72.00 %,202.50°,0.51,0.14 m/s,SW
30.07.2023 13:00,18.70 °C,0.40 mm,992.30 hPa,73.00 %,165.00°,2.70 m/s,S,19.20 °C,0.30 mm,994.10 hPa,73.00 %,184.50°,2.00,0.56 m/s,S
30.07.2023 14:00,16.50 °C,1.00 mm,992.40 hPa,89.00 %,163.00°,2.70 m/s,S,17.30 °C,0.30 mm,994.20 hPa,90.00 %,157.50°,2.56,0.71 m/s,S
30.07.2023 15:00,17.00 °C,0.00 mm,991.80 hPa,92.00 %,126.00°,2.10 m/s,SE,17.50 °C,0.91 mm,993.60 hPa,94.00 %,220.00°,6.43,1.79 m/s,SW
30.07.2023 16:00,17.40 °C,0.00 mm,991.40 hPa,90.00 %,146.00°,2.80 m/s,SE,17.70 °C,0.00 mm,993.20 hPa,94.00 %,202.50°,4.29,1.19 m/s,SW
30.07.2023 17:00,17.40 °C,0.00 mm,991.30 hPa,89.00 %,141.00°,2.20 m/s,SE,17.70 °C,0.00 mm,993.10 hPa,95.00 %,211.50°,2.60,0.72 m/s,SW
30.07.2023 18:00,17.60 °C,0.20 mm,991.40 hPa,89.00 %,164.00°,2.80 m/s,S,17.70 °C,0.00 mm,993.20 hPa,96.00 %,188.90°,1.16,0.32 m/s,S
30.07.2023 19:00,17.10 °C,0.00 mm,991.60 hPa,94.00 %,166.00°,2.40 m/s,S,17.30 °C,0.30 mm,993.40 hPa,100.00 %,283.50°,1.84,0.51 m/s,W
30.07.2023 20:00,17.00 °C,0.00 mm,991.60 hPa,95.00 %,188.00°,2.50 m/s,S,17.20 °C,0.00 mm,993.40 hPa,100.00 %,283.50°,4.06,1.13 m/s,W
30.07.2023 21:00,16.80 °C,0.00 mm,991.90 hPa,96.00 %,216.00°,2.50 m/s,SW,17.10 °C,0.00 mm,993.70 hPa,100.00 %,279.00°,7.44,2.07 m/s,W
30.07.2023 22:00,15.90 °C,0.00 mm,992.00 hPa,94.00 %,258.00°,3.30 m/s,W,16.20 °C,0.00 mm,993.90 hPa,100.00 %,260.90°,3.55,0.99 m/s,W
30.07.2023 23:00,15.20 °C,0.00 mm,992.30 hPa,96.00 %,240.00°,2.90 m/s,SW,15.60 °C,0.00 mm,994.10 hPa,100.00 %,265.40°,4.39,1.22 m/s,W
31.07.2023 00:00,14.90 °C,0.00 mm,992.40 hPa,98.00 %,242.00°,2.40 m/s,SW,15.40 °C,0.00 mm,994.30 hPa,100.00 %,111.90°,1.27,0.35 m/s,E
31.07.2023 01:00,14.50 °C,0.00 mm,992.30 hPa,99.00 %,209.00°,1.70 m/s,SW,15.00 °C,0.00 mm,994.20 hPa,100.00 %,215.80°,2.45,0.68 m/s,SW
31.07.2023 02:00,14.70 °C,0.00 mm,992.30 hPa,98.00 %,203.00°,2.70 m/s,SW,15.10 °C,0.00 mm,994.20 hPa,100.00 %,207.00°,0.29,0.08 m/s,SW
31.07.2023 03:00,14.80 °C,0.00 mm,992.40 hPa,98.00 %,173.00°,1.60 m/s,S,15.30 °C,0.00 mm,994.20 hPa,100.00 %,252.00°,3.42,0.95 m/s,W
31.07.2023 04:00,15.00 °C,0.00 mm,992.60 hPa,97.00 %,191.00°,2.30 m/s,S,15.40 °C,0.00 mm,994.40 hPa,100.00 %,188.90°,1.09,0.30 m/s,S
31.07.2023 05:00,15.80 °C,0.00 mm,992.60 hPa,93.00 %,182.00°,2.90 m/s,S,16.70 °C,0.00 mm,994.50 hPa,100.00 %,233.90°,3.06,0.85 m/s,SW
31.07.2023 06:00,16.90 °C,0.00 mm,992.60 hPa,90.00 %,198.00°,2.60 m/s,S,18.60 °C,0.00 mm,994.30 hPa,89.00 %,288.00°,6.80,1.89 m/s,W
31.07.2023 07:00,17.50 °C,0.00 mm,992.90 hPa,84.00 %,183.00°,4.30 m/s,S,17.90 °C,0.00 mm,994.60 hPa,88.00 %,243.00°,3.63,1.01 m/s,SW
31.07.2023 08:00,17.70 °C,0.00 mm,992.80 hPa,80.00 %,222.00°,3.30 m/s,SW,19.20 °C,0.00 mm,994.60 hPa,78.00 %,189.00°,5.51,1.53 m/s,S
31.07.2023 09:00,18.40 °C,0.00 mm,992.90 hPa,75.00 %,188.00°,3.10 m/s,S,20.00 °C,0.00 mm,994.60 hPa,68.00 %,265.50°,7.26,2.02 m/s,W
31.07.2023 10:00,19.20 °C,0.00 mm,992.80 hPa,71.00 %,218.00°,2.20 m/s,SW,22.20 °C,0.00 mm,994.40 hPa,61.00 %,224.90°,7.94,2.21 m/s,SW
31.07.2023 11:00,19.00 °C,2.30 mm,992.90 hPa,70.00 %,210.00°,4.20 m/s,SW,19.60 °C,0.00 mm,994.60 hPa,70.00 %,225.00°,3.51,0.98 m/s,SW
31.07.2023 12:00,18.30 °C,0.00 mm,992.60 hPa,79.00 %,190.00°,2.30 m/s,S,19.20 °C,1.82 mm,994.30 hPa,81.00 %,211.50°,4.75,1.32 m/s,SW
31.07.2023 13:00,18.60 °C,0.00 mm,992.40 hPa,85.00 %,134.00°,2.80 m/s,SE,20.10 °C,0.00 mm,994.10 hPa,76.00 %,207.00°,3.98,1.11 m/s,SW
31.07.2023 14:00,19.90 °C,0.00 mm,992.50 hPa,69.00 %,196.00°,1.70 m/s,S,21.30 °C,0.00 mm,994.20 hPa,66.00 %,229.50°,1.77,0.49 m/s,SW
31.07.2023 15:00,20.80 °C,0.00 mm,992.40 hPa,66.00 %,174.00°,2.70 m/s,S,20.90 °C,0.00 mm,994.00 hPa,65.00 %,180.00°,3.20,0.89 m/s,S
31.07.2023 16:00,19.00 °C,0.00 mm,992.40 hPa,75.00 %,169.00°,2.60 m/s,S,19.70 °C,0.00 mm,994.00 hPa,77.00 %,179.90°,3.30,0.92 m/s,S
31.07.2023 17:00,19.10 °C,0.00 mm,992.70 hPa,77.00 %,161.00°,2.70 m/s,S,19.80 °C,0.00 mm,994.40 hPa,77.00 %,261.00°,0.97,0.27 m/s,W
31.07.2023 18:00,17.60 °C,0.00 mm,992.60 hPa,84.00 %,179.00°,1.50 m/s,S,17.90 °C,0.00 mm,994.40 hPa,86.00 %,315.00°,0.00,0.00 m/s,NW
31.07.2023 19:00,16.10 °C,0.00 mm,992.50 hPa,92.00 %,174.00°,1.00 m/s,S,16.10 °C,0.00 mm,994.30 hPa,98.00 %,202.50°,1.05,0.29 m/s,SW
31.07.2023 20:00,15.40 °C,0.00 mm,992.50 hPa,94.00 %,166.00°,2.30 m/s,S,15.70 °C,0.00 mm,994.30 hPa,100.00 %,189.00°,1.06,0.29 m/s,S
31.07.2023 21:00,15.10 °C,0.00 mm,992.20 hPa,91.00 %,162.00°,2.80 m/s,S,15.10 °C,0.00 mm,994.10 hPa,100.00 %,121.20°,2.16,0.60 m/s,SE
31.07.2023 22:00,14.30 °C,0.00 mm,992.00 hPa,90.00 %,160.00°,2.50 m/s,S,14.70 °C,0.00 mm,993.80 hPa,98.00 %,189.00°,1.49,0.41 m/s,S
31.07.2023 23:00,13.60 °C,0.00 mm,991.80 hPa,94.00 %,141.00°,2.00 m/s,SE,14.60 °C,0.00 mm,993.60 hPa,100.00 %,202.50°,3.82,1.06 m/s,SW
01.08.2023 00:00,14.50 °C,0.00 mm,991.40 hPa,94.00 %,154.00°,2.40 m/s,SE,15.20 °C,0.00 mm,993.30 hPa,100.00 %,125.70°,5.05,1.40 m/s,SE
01.08.2023 01:00,14.90 °C,0.00 mm,991.00 hPa,93.00 %,154.00°,2.90 m/s,SE,15.50 °C,0.00 mm,992.80 hPa,98.00 %,161.90°,6.05,1.68 m/s,S
01.08.2023 02:00,15.00 °C,0.00 mm,990.50 hPa,90.00 %,155.00°,3.10 m/s,SE,15.70 °C,0.00 mm,992.30 hPa,93.00 %,157.30°,5.88,1.63 m/s,SE
01.08.2023 03:00,15.50 °C,0.00 mm,989.90 hPa,86.00 %,146.00°,3.50 m/s,SE,16.10 °C,0.00 mm,991.70 hPa,87.00 %,184.50°,8.68,2.41 m/s,S
01.08.2023 04:00,16.20 °C,0.00 mm,989.70 hPa,84.00 %,157.00°,4.00 m/s,SE,17.10 °C,0.00 mm,991.50 hPa,84.00 %,225.00°,6.37,1.77 m/s,SW
01.08.2023 05:00,,,,,,,,,,,,,,,
01.08.2023 06:00,18.90 °C,0.00 mm,989.80 hPa,71.00 %,182.00°,4.50 m/s,S,20.20 °C,0.00 mm,991.50 hPa,68.00 %,184.50°,8.16,2.27 m/s,S
01.08.2023 07:00,19.90 °C,0.00 mm,989.80 hPa,65.00 %,177.00°,5.30 m/s,S,21.90 °C,0.00 mm,991.30 hPa,60.00 %,229.50°,7.15,1.99 m/s,SW
01.08.2023 08:00,20.70 °C,0.00 mm,989.80 hPa,66.00 %,172.00°,4.70 m/s,S,21.80 °C,0.00 mm,991.30 hPa,62.00 %,189.00°,7.97,2.21 m/s,S
01.08.2023 09:00,20.80 °C,0.00 mm,989.80 hPa,66.00 %,170.00°,5.70 m/s,S,22.00 °C,0.00 mm,991.30 hPa,62.00 %,193.50°,8.42,2.34 m/s,S
01.08.2023 10:00,21.70 °C,0.00 mm,989.50 hPa,63.00 %,171.00°,6.10 m/s,S,23.80 °C,0.00 mm,991.10 hPa,57.00 %,153.00°,10.40,2.89 m/s,SE
01.08.2023 11:00,22.40 °C,0.00 mm,989.30 hPa,61.00 %,161.00°,5.20 m/s,S,23.70 °C,0.00 mm,990.90 hPa,56.00 %,202.50°,7.70,2.14 m/s,SW
01.08.2023 12:00,23.10 °C,0.00 mm,988.80 hPa,58.00 %,164.00°,4.80 m/s,S,23.40 °C,0.00 mm,990.40 hPa,55.00 %,216.00°,12.06,3.35 m/s,SW
01.08.2023 13:00,22.60 °C,0.00 mm,988.70 hPa,59.00 %,160.00°,5.00 m/s,S,23.30 °C,0.00 mm,990.20 hPa,57.00 %,270.00°,6.98,1.94 m/s,W
01.08.2023 14:00,18.20 °C,1.80 mm,989.20 hPa,88.00 %,242.00°,5.20 m/s,SW,18.50 °C,0.30 mm,991.10 hPa,93.00 %,171.00°,0.15,0.04 m/s,S
01.08.2023 15:00,17.90 °C,0.30 mm,989.20 hPa,93.00 %,164.00°,1.10 m/s,S,18.50 °C,0.30 mm,990.90 hPa,97.00 %,189.00°,4.42,1.23 m/s,S
01.08.2023 16:00,18.00 °C,0.00 mm,988.80 hPa,90.00 %,129.00°,3.20 m/s,SE,18.40 °C,0.30 mm,990.50 hPa,96.00 %,189.00°,3.05,0.85 m/s,S
01.08.2023 17:00,18.00 °C,0.00 mm,988.50 hPa,90.00 %,129.00°,1.90 m/s,SE,18.40 °C,0.00 mm,990.20 hPa,94.00 %,153.00°,2.41,0.67 m/s,SE
01.08.2023 18:00,17.90 °C,0.00 mm,988.20 hPa,90.00 %,115.00°,1.80 m/s,SE,18.10 °C,0.00 mm,989.90 hPa,95.00 %,180.00°,2.69,0.75 m/s,S
01.08.2023 19:00,18.00 °C,0.00 mm,987.90 hPa,88.00 %,118.00°,2.00 m/s,SE,18.20 °C,0.00 mm,989.60 hPa,93.00 %,166.50°,4.53,1.26 m/s,S
01.08.2023 20:00,18.10 °C,0.00 mm,987.60 hPa,85.00 %,128.00°,2.40 m/s,SE,18.60 °C,0.00 mm,989.30 hPa,86.00 %,162.00°,4.11,1.14 m/s,S
01.08.2023 21:00,18.40 °C,0.00 mm,987.10 hPa,80.00 %,123.00°,2.30 m/s,SE,19.00 °C,0.00 mm,988.80 hPa,81.00 %,189.00°,5.67,1.58 m/s,S
01.08.2023 22:00,18.60 °C,0.00 mm,986.60 hPa,77.00 %,128.00°,2.50 m/s,SE,19.30 °C,0.00 mm,988.20 hPa,76.00 %,211.50°,4.67,1.30 m/s,SW
01.08.2023 23:00,17.80 °C,0.00 mm,986.40 hPa,82.00 %,145.00°,1.80 m/s,SE,18.70 °C,0.00 mm,988.10 hPa,80.00 %,171.00°,6.45,1.79 m/s,S
02.08.2023 00:00,17.90 °C,0.00 mm,986.10 hPa,83.00 %,152.00°,3.00 m/s,SE,18.60 °C,0.00 mm,987.70 hPa,84.00 %,180.00°,5.46,1.52 m/s,S
02.08.2023 01:00,17.90 °C,0.00 mm,985.60 hPa,83.00 %,133.00°,3.20 m/s,SE,18.20 °C,0.00 mm,987.30 hPa,87.00 %,189.00°,4.49,1.25 m/s,S
02.08.2023 02:00,18.10 °C,0.00 mm,985.60 hPa,84.00 %,153.00°,3.30 m/s,SE,18.40 °C,0.00 mm,987.30 hPa,88.00 %,175.40°,4.50,1.25 m/s,S
02.08.2023 03:00,18.30 °C,0.00 mm,985.60 hPa,85.00 %,158.00°,3.90 m/s,S,18.80 °C,0.00 mm,987.20 hPa,88.00 %,230.00°,4.83,1.34 m/s,SW
02.08.2023 04:00,18.70 °C,0.00 mm,985.60 hPa,83.00 %,161.00°,4.80 m/s,S,19.30 °C,0.00 mm,987.20 hPa,85.00 %,188.90°,5.91,1.64 m/s,S
02.08.2023 05:00,18.40 °C,0.00 mm,985.90 hPa,85.00 %,171.00°,6.10 m/s,S,18.90 °C,0.30 mm,987.60 hPa,88.00 %,152.80°,6.05,1.68 m/s,SE
02.08.2023 06:00,18.60 °C,0.00 mm,986.40 hPa,84.00 %,185.00°,5.30 m/s,S,19.10 °C,0.00 mm,988.10 hPa,85.00 %,247.50°,6.33,1.76 m/s,W
02.08.2023 07:00,18.70 °C,0.00 mm,986.80 hPa,82.00 %,186.00°,4.40 m/s,S,19.40 °C,0.00 mm,988.50 hPa,85.00 %,256.50°,4.14,1.15 m/s,W
02.08.2023 08:00,19.40 °C,0.00 mm,986.90 hPa,81.00 %,184.00°,3.30 m/s,S,20.00 °C,0.00 mm,988.60 hPa,81.00 %,207.00°,3.79,1.05 m/s,SW
02.08.2023 09:00,21.00 °C,0.00 mm,987.30 hPa,74.00 %,174.00°,4.30 m/s,S,22.50 °C,0.00 mm,988.90 hPa,70.00 %,171.00°,4.67,1.30 m/s,S
02.08.2023 10:00,18.70 °C,0.70 mm,987.60 hPa,86.00 %,194.00°,4.20 m/s,S,19.00 °C,0.30 mm,989.30 hPa,89.00 %,220.50°,4.63,1.29 m/s,SW
02.08.2023 11:00,18.40 °C,0.40 mm,987.90 hPa,91.00 %,169.00°,3.00 m/s,S,18.70 °C,0.91 mm,989.70 hPa,94.00 %,225.00°,4.56,1.27 m/s,SW
02.08.2023 12:00,18.40 °C,0.00 mm,987.70 hPa,88.00 %,159.00°,3.90 m/s,S,19.30 °C,0.91 mm,989.40 hPa,91.00 %,202.50°,4.79,1.33 m/s,SW
02.08.2023 13:00,20.70 °C,0.00 mm,987.40 hPa,80.00 %,166.00°,4.10 m/s,S,21.50 °C,0.30 mm,989.00 hPa,77.00 %,184.30°,6.23,1.73 m/s,S
02.08.2023 14:00,20.90 °C,0.00 mm,987.30 hPa,75.00 %,173.00°,4.10 m/s,S,21.60 °C,0.00 mm,988.80 hPa,72.00 %,243.00°,6.80,1.89 m/s,SW
02.08.2023 15:00,21.30 °C,0.00 mm,987.10 hPa,72.00 %,172.00°,3.90 m/s,S,21.90 °C,0.00 mm,988.70 hPa,69.00 %,229.50°,5.57,1.55 m/s,SW
02.08.2023 16:00,21.30 °C,0.00 mm,987.50 hPa,73.00 %,161.00°,2.90 m/s,S,22.10 °C,0.00 mm,989.00 hPa,70.00 %,202.50°,3.21,0.89 m/s,SW
02.08.2023 17:00,21.00 °C,0.00 mm,987.90 hPa,73.00 %,164.00°,3.70 m/s,S,21.00 °C,0.00 mm,989.50 hPa,77.00 %,211.40°,3.92,1.09 m/s,SW
02.08.2023 18:00,19.80 °C,0.00 mm,988.30 hPa,80.00 %,157.00°,2.70 m/s,SE,20.10 °C,0.00 mm,989.90 hPa,82.00 %,184.40°,3.63,1.01 m/s,S
02.08.2023 19:00,18.50 °C,0.00 mm,988.40 hPa,84.00 %,154.00°,2.00 m/s,SE,19.10 °C,0.00 mm,990.10 hPa,86.00 %,211.50°,2.53,0.70 m/s,SW
02.08.2023 20:00,17.90 °C,0.00 mm,988.90 hPa,86.00 %,166.00°,2.80 m/s,S,18.00 °C,0.00 mm,990.60 hPa,92.00 %,193.50°,0.84,0.23 m/s,S
02.08.2023 21:00,16.90 °C,0.00 mm,989.20 hPa,91.00 %,161.00°,2.40 m/s,S,17.00 °C,0.00 mm,991.00 hPa,99.00 %,184.50°,3.90,1.08 m/s,S
02.08.2023 22:00,16.30 °C,0.00 mm,989.30 hPa,94.00 %,145.00°,2.30 m/s,SE,17.10 °C,0.00 mm,991.10 hPa,100.00 %,170.90°,1.89,0.53 m/s,S
02.08.2023 23:00,16.00 °C,0.00 mm,989.30 hPa,96.00 %,140.00°,2.40 m/s,SE,16.80 °C,0.00 mm,991.00 hPa,100.00 %,166.40°,3.67,1.02 m/s,S
03.08.2023 00:00,15.90 °C,0.00 mm,989.30 hPa,96.00 %,140.00°,2.60 m/s,SE,16.60 °C,0.00 mm,991.00 hPa,100.00 %,207.00°,3.81,1.06 m/s,SW
03.08.2023 01:00,15.70 °C,0.00 mm,988.90 hPa,97.00 %,146.00°,2.20 m/s,SE,16.50 °C,0.00 mm,990.70 hPa,100.00 %,148.30°,3.23,0.90 m/s,SE
03.08.2023 02:00,16.00 °C,0.00 mm,988.60 hPa,96.00 %,141.00°,2.50 m/s,SE,16.40 °C,0.00 mm,990.30 hPa,100.00 %,171.00°,4.67,1.30 m/s,S
03.08.2023 03:00,15.80 °C,0.00 mm,988.50 hPa,95.00 %,143.00°,2.70 m/s,SE,16.60 °C,0.00 mm,990.20 hPa,100.00 %,175.50°,4.32,1.20 m/s,S
03.08.2023 04:00,17.00 °C,0.00 mm,988.40 hPa,90.00 %,150.00°,2.20 m/s,SE,17.70 °C,0.00 mm,990.00 hPa,92.00 %,184.50°,6.11,1.70 m/s,S
03.08.2023 05:00,,,,,,,,,,,,,,,
03.08.2023 06:00,18.30 °C,0.00 mm,988.10 hPa,80.00 %,149.00°,2.40 m/s,SE,18.90 °C,0.00 mm,989.80 hPa,80.00 %,112.20°,4.89,1.36 m/s,E
03.08.2023 07:00,18.40 °C,0.10 mm,987.60 hPa,80.00 %,126.00°,2.90 m/s,SE,18.90 °C,0.00 mm,989.40 hPa,81.00 %,184.40°,6.51,1.81 m/s,S
03.08.2023 08:00,18.90 °C,0.00 mm,987.20 hPa,81.00 %,135.00°,3.60 m/s,SE,19.60 °C,0.00 mm,988.90 hPa,79.00 %,152.80°,8.39,2.33 m/s,SE
03.08.2023 09:00,20.60 °C,0.00 mm,987.00 hPa,72.00 %,138.00°,4.40 m/s,SE,21.30 °C,0.00 mm,988.50 hPa,70.00 %,184.40°,6.09,1.69 m/s,S
03.08.2023 10:00,21.00 °C,0.00 mm,986.50 hPa,68.00 %,152.00°,3.90 m/s,SE,21.40 °C,0.00 mm,988.10 hPa,70.00 %,202.50°,6.59,1.83 m/s,SW
03.08.2023 11:00,19.40 °C,0.20 mm,986.40 hPa,80.00 %,167.00°,5.10 m/s,S,19.20 °C,0.30 mm,988.00 hPa,88.00 %,220.50°,7.81,2.17 m/s,SW
03.08.2023 12:00,20.80 °C,0.00 mm,985.20 hPa,73.00 %,138.00°,5.20 m/s,SE,21.30 °C,0.30 mm,986.90 hPa,75.00 %,202.50°,9.10,2.53 m/s,SW
03.08.2023 13:00,21.60 °C,0.00 mm,984.80 hPa,69.00 %,142.00°,5.40 m/s,SE,22.00 °C,0.00 mm,986.50 hPa,69.00 %,206.90°,14.97,4.16 m/s,SW
03.08.2023 14:00,21.00 °C,9.30 mm,985.60 hPa,72.00 %,159.00°,4.40 m/s,S,19.90 °C,0.00 mm,988.00 hPa,68.00 %,235.00°,3.77,1.05 m/s,SW
